Host.Family,BLFamilyLatin,species_clean,species_jetz,foraging_cat,elevation_cat,TipLabel,Full_Label,sociality,keycol,valuecol
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,ground,lowland_iquitos,Cyanocompsa_cyanoides,P130219,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,ground,lowland_iquitos,Cyanocompsa_cyanoides,P116443,1,ectos_binomial3,_
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130300,0,ectos_binomial,Philopteridae_new sp?
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130303,0,ectos_binomial,Myrsidea_new sp?
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130328,0,ectos_binomial,Myrsidea_new sp?
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130300,0,ectos_binomial2,_
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130303,0,ectos_binomial2,_
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130328,0,ectos_binomial2,_
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130300,0,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130303,0,ectos_binomial3,_
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,ground,lowland_iquitos,Corythopis_torquatus,P130328,0,ectos_binomial3,_
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,ground,lowland_iquitos,Conopophaga_peruviana,P116082,1,ectos_binomial,Formicaphagus_donpetersi?
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,ground,lowland_iquitos,Conopophaga_peruviana,P116082,1,ectos_binomial2,_
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,ground,lowland_iquitos,Conopophaga_peruviana,P116082,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116204,1,ectos_binomial,Myrsidea_cruickshanki?
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116210,1,ectos_binomial,Myrsidea_cruickshanki?
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116211,1,ectos_binomial,Myrsidea_cruickshanki?
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116213,1,ectos_binomial,Myrsidea_cruickshanki?
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130133,1,ectos_binomial,Myrsidea_Myrsidea cruickshanki?
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130628,1,ectos_binomial,Myrsidea_Myrsidea cruickshanki?
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116204,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116210,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116211,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116213,1,ectos_binomial2,_
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130133,1,ectos_binomial2,_
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130628,1,ectos_binomial2,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116204,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116210,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116211,1,ectos_binomial3,_
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116213,1,ectos_binomial3,_
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130133,1,ectos_binomial3,_
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130628,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120016,1,ectos_binomial,Myrsidea_ophthalmici/violaceae?
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120034,1,ectos_binomial,Myrsidea_ophthalmici/violaceae?
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120033,1,ectos_binomial,Myrsidea_ophthalmici/violaceae?
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120016,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120034,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120033,1,ectos_binomial2,Menoponidae?_Menacanthus eurysternus?
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120016,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120034,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120033,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110040,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110066,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110070,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110120,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120036,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120040,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120885,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120934,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120938,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120993,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110108,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110008,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110013,1,ectos_binomial,Myrsidea_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120792,1,ectos_binomial,Myrsidea?_(ophthalmici/violaceae?)
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110040,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110066,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110070,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110120,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120036,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120040,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120885,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120934,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120938,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120993,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110108,1,ectos_binomial2,Philopteridae_new sp?
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110008,1,ectos_binomial2,Rallicola_new sp?
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110013,1,ectos_binomial2,Rallicola_new sp?
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120792,1,ectos_binomial2,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110040,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110066,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110070,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110120,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120036,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120040,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120885,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120934,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120938,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120993,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110108,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110008,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110013,1,ectos_binomial3,_
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120792,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W120791,1,ectos_binomial,Menacanthus?_(Menacanthus eurysternus?)
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,TU120065,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130255,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130330,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130677,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130256,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130700,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130253,1,ectos_binomial,Philopteridae_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W120791,1,ectos_binomial2,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,TU120065,1,ectos_binomial2,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130255,1,ectos_binomial2,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130330,1,ectos_binomial2,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130677,1,ectos_binomial2,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130256,1,ectos_binomial2,Philopteridae_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130700,1,ectos_binomial2,Philopteridae_new sp?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130253,1,ectos_binomial2,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W120791,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,TU120065,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130255,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130330,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130677,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130256,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130700,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,midhigh,lowland_iquitos,Chlorornis_riefferii,W130253,1,ectos_binomial3,_
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,ground-understory,lowland_iquitos,Chlorochrysa_calliparaea,TL120052,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,ground-understory,lowland_iquitos,Chlorochrysa_calliparaea,TL120052,1,ectos_binomial2,_
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,ground-understory,lowland_iquitos,Chlorochrysa_calliparaea,TL120052,1,ectos_binomial3,_
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,ground-understory,lowland_iquitos,Chiroxiphia_boliviana,SP13013,1,ectos_binomial,Myrsidea_(Myrsidea andyolsoni?)
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,ground-understory,lowland_iquitos,Chiroxiphia_boliviana,SP13013,1,ectos_binomial2,_
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,ground-understory,lowland_iquitos,Chiroxiphia_boliviana,SP13013,1,ectos_binomial3,_
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,ground,lowland_iquitos,Chamaeza_mollissima,W120733,0,ectos_binomial,Formicaricola_(willisi?)
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,ground,lowland_iquitos,Chamaeza_mollissima,W120733,0,ectos_binomial2,_
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,ground,lowland_iquitos,Chamaeza_mollissima,W120733,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,ground-understory,lowland_iquitos,Cercomacra_serva,1059,0,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,ground-understory,lowland_iquitos,Cercomacra_serva,1059,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,ground-understory,lowland_iquitos,Cercomacra_serva,1059,0,ectos_binomial3,_
Picidae,Picidae,Celeus grammicus,Celeus grammicus,midhigh,lowland_iquitos,Celeus_grammicus,V682,1,ectos_binomial,Picicola?_new sp?
Picidae,Picidae,Celeus grammicus,Celeus grammicus,midhigh,lowland_iquitos,Celeus_grammicus,V682,1,ectos_binomial2,_
Picidae,Picidae,Celeus grammicus,Celeus grammicus,midhigh,lowland_iquitos,Celeus_grammicus,V682,1,ectos_binomial3,_
Icteridae,Icteridae,Cacicus cela,Cacicus cela,canopy,lowland_iquitos,Cacicus_cela,V1239,0,ectos_binomial,"Myrsidea_picta, mirabilis?"
Icteridae,Icteridae,Cacicus cela,Cacicus cela,canopy,lowland_iquitos,Cacicus_cela,V1239,0,ectos_binomial2,Bizarrifrons_picturatus?
Icteridae,Icteridae,Cacicus cela,Cacicus cela,canopy,lowland_iquitos,Cacicus_cela,V1239,0,ectos_binomial3,_
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,TU120049,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,W130234,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,W120483,1,ectos_binomial,Myrsidea_new sp?
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,TU120049,1,ectos_binomial2,_
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,W130234,1,ectos_binomial2,_
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,W120483,1,ectos_binomial2,Philopterus-like_new sp?
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,TU120049,1,ectos_binomial3,_
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,W130234,1,ectos_binomial3,_
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,ground-understory,lowland_iquitos,Buthraupis_montana,W120483,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP120931,1,ectos_binomial,Menoponidae_(Myrsidea basileuteri/ paleno)?
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110113,1,ectos_binomial,Myrsidea_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110144,1,ectos_binomial,Myrsidea_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP121212,1,ectos_binomial,Myrsidea_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP121435,1,ectos_binomial,Myrsidea_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,TL120094,1,ectos_binomial,Myrsidea_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,TL120095,1,ectos_binomial,Myrsidea_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110186,1,ectos_binomial,Ricinus_(basileuteri/ paleno)
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP120911,1,ectos_binomial,Ricinus_new sp?
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP120931,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110113,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110144,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP121212,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP121435,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,TL120094,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,TL120095,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110186,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP120911,1,ectos_binomial2,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP120931,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110113,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110144,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP121212,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP121435,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,TL120094,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,TL120095,1,ectos_binomial3,_
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,understory,lowland_iquitos,Basileuterus_tristriatus,SP110186,1,ectos_binomial3,_
